id,herb_hindi,synonyms,herb_english,botanical_name,varga_category,classical_properties,raw_karma_sanskrit,english_symptoms,hindi_symptoms
BPN_0279,भद्रमुञ्जः,"भद्रमुञ्ज, शर, बाण, तेजन और इक्षुवेष्टन ये सब नाम 'सरपत' के हैं। मुञ्ज, मुज्ञ्जातक, बाण, स्थूलदर्भ सुमेखल",,,गुडूच्यादिवर्गः,"Rasa: मधुर, तुवर | Virya: शीत","दाह-तृष्णा-विसर्पा-अस्र-मूत्र-कृच्छ्रा-अक्षिरोगजित्, दोषत्रयहर, वृष्य, मेखलोपयोगी",,
BPN_0280,कासः,"कास, कासेक्षु, इक्षुरस, इक्ष्वालिका, इक्षुगन्धा तथा पोटगल",,,गुडूच्यादिवर्गः,"Rasa: मधुर, तिक्त | Virya: शीत | Vipaka: स्वादु","सर, मूत्र-कृच्छ्रा-अश्म-दाहा-अस्र-क्षय-पित्तजरोगजित्",,
BPN_0281,गुन्द्रः,"गुन्द्र, पटेरक, गुल्म शृङ्गवेराभमूलक ",,,गुडूच्यादिवर्गः,"Rasa: कषाय, मधुर | Virya: शीत","पित्त-रक्तजित्, स्तन्य-शुक्र-रजो-मूत्र-शोधन, मूत्र-कृच्छ्र-हृत्",,
BPN_0282,एरका,"एरका, गुन्द्रमूला, शिबि, गुन्द्रा शरी",,,गुडूच्यादिवर्गः,Virya: शीत,"वृष्य, चक्षुष्य, वात-कोपिनी, मूत्र-कृच्छ्रा-अश्मरी-दाह-पित्त-शोणित-नाशिनी",,
BPN_0283,कुशः,"कुश, दर्भ, बहिं, सूच्यग्र और यज्ञभूषण",,,गुडूच्यादिवर्गः,"Rasa: मधुर, तुवर | Virya: शीत","त्रिदोषघ्न, मूत्र-कृच्छ्रा-अश्मरी-तृष्णा-बस्ति-रुक्प्रदरा-अस्रजित्",,
BPN_0284,कत्तृणम्,"रौहिष, देवजग्ध, सौगन्धिक, भूतिक, ध्यामपौर, श्यामक तथा धूमगन्धिक",,,गुडूच्यादिवर्गः,"Rasa: तुवर, तिक्त | Vipaka: कटु","रौहिष, हृत्कण्ठव्याधि-पित्ता-अस्र-शूल-कास-कफ-ज्वर-व्यपोह",,
BPN_0285,भूतृणम्,"गुह्यबीज, भूतीक, सुगन्ध, जम्बुकप्रिय, भूतृण, छत्रा और मालातृणक ",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त | Guna: तीक्ष्ण, लघु, रूक्ष | Virya: उष्ण","रेचन, विदाहि, दीपन, अनेत्र्य, मुखशोधन, अवृष्य, बहुविट्क, पित्त-रक्तप्रदूषण",,
BPN_0286,नीलदूर्वा,"नीलदूर्वा, रुहा, अनन्ता, भार्गवी, शतपर्विका, शष्य, सहस्रवीर्या और शतवल्ली",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, मधुर, तुवर | Virya: शीत",कफ-पित्ता-अस्र-वीसर्प-तृष्णा-दाह-त्वगामयहर,,
BPN_0287,श्वेतदूर्वा,,,,गुडूच्यादिवर्गः,"Rasa: कषाय, स्वादु, तिक्त | Virya: शीत","व्रण्या, जीवनी, विसर्पा-अस्र-तृट्-पित्त-कफ-दाहहृत्",,
BPN_0288,गण्डदूर्वा,"गण्डदूर्वा, गण्डाली, मत्स्याक्षी और शकुलादनी",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, मधुर | Guna: लघु | Virya: शीत | Vipaka: कटु","लोहद्राविणी, ग्राहिणी, वातकृत्, दाह-तृष्णा-बलासा-अस्र-कुष्ठ-पित्त-ज्वरा-पह",,
BPN_0289,वाराहीकन्दः,,,,गुडूच्यादिवर्गः,"Rasa: स्वादु, तिक्त | Vipaka: कटु","शुक्रा-आयुः-स्वर-वर्णा-अग्नि-बल-पित्त-विवर्द्धिनी, कफ-कुष्ठ-मरुत्-मेह-कृमिहृत्, रसायनी",,
BPN_0290,विदारीकन्दः,"विदारी, स्वादुकन्दा, क्रोष्ट्री, सिता, इक्षुगन्धा, क्षीरवल्ली, क्षीरशुक्ला तथा पयस्विनी",,,गुडूच्यादिवर्गः,"Rasa: मधुर | Guna: स्निग्ध, गुरु | Virya: शीत","बृंहणी, स्तन्य-शुक्रदा, स्वर्य, मूत्रल, जीवनी, बलवर्णदा, पित्ता-अस्र-पवन-दाह-हर, रसायनी",,
BPN_0291,अथ मुशलीकन्दः । तस्य लक्षणगुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: मधुर, तिक्त | Guna: गुरु | Virya: उष्ण","बृंहणी, रसायनी, गुदजान्यनिलनाशन",,
BPN_0292,शतावरी महाशतावरी,"शतावरी, बहुसुता, भीरुः, इन्दीवरी, वरी, नारायणी, शतपदी, शतवीर्या पीवरी -महाशतावरी, शतमूली, ऊर्ध्वकण्टिका, सहस्रवीर्या, हेतुः, ऋष्यप्रोक्ता महोदरी",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, स्वादु | Guna: स्निग्ध, लघु, गुरु | Virya: शीत",शतावरी रसायनी मेधाऽ-अग्निपुष्टिदा स्निग्धा नेत्र्या गुल्मा-अतिसारजित्  शुक्र-स्तन्य-करी वल्या वात-पित्ता-अस्र-शोथ-जित् महाशतावरी मेध्या हृद्या वृष्या रसायनी  निहन्त्य-अर्शों-ग्रहणी-नयनामयान्  तदङ्कुर-स्त्रिदोषघ्नो लघुरर्शः क्षयापहा,,
BPN_0293,अश्वगन्धा,"वराहकर्णी, वरदा, बलदा, कुष्ठगन्धिनी, ",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय | Virya: उष्ण","अश्वगन्धाऽ-अनिल-श्लेष्म-श्वित्र-शोथ-क्षया-पहा, बल्या, रसायनी, अतिशुक्रला",,
BPN_0294,पाठा,"पाठा, अम्बष्ठा, अम्बष्ठकी, प्राचीना, पापचेलिका, एकाष्ठीला, रसा, पाठिका ",,,गुडूच्यादिवर्गः,"Rasa: कटु | Guna: तीक्ष्ण, लघु | Virya: उष्ण","वात-श्लेष्महरी, शूल-ज्वर-च्छर्दि-कुष्ठा-अतीसार-हृद्रुज, दाह-कण्डू-विष-श्वास-कृमि-गुल्म-गर-व्रणहर",,
BPN_0295,श्वेतात्रिवृत्,"श्वेता त्रिवृत्, त्रिभण्डी, त्रिवृता, त्रिपुटा, सर्वानुभूति, सरला, निशोत्रा और रेचनी ",,,गुडूच्यादिवर्गः,"Guna: स्वादु, रूक्ष | Virya: उष्ण","रेचनी, समीरहृत्, पित्त-ज्वर-श्लेष्म-पित्त-शोथो-उदरापहा",,
BPN_0296,श्यामात्रिवृत्,"श्यामा, त्रिवृत्, अर्धचन्द्रा, पालिन्दी, सुषेणिका, मसूरविदला, काली, कैषिका और कालमेषिका",,,गुडूच्यादिवर्गः,,"हीनगुणा, तीव्रविरोचिनी, मूर्च्छा-दाह-मद-भ्रान्ति-कण्ठोत्कर्षणकारिणी",,
BPN_0297,लघुदन्ती बृहद्दन्ती च,,,,गुडूच्यादिवर्गः,Rasa: कटु | Guna: तीक्ष्ण | Virya: उष्ण | Vipaka: कटु,"सर, दीपन, गुदाङ्कुरा-अश्म-शूला-अस्र-कण्डू-कुष्ठ-विदाहनुत्, पित्ता-अस्र-कफ-शोथो-उदरक्रिमीहर",,
BPN_0298,अथ लघुदन्तीफलम्।  तस्य गुणानाह,,,,गुडूच्यादिवर्गः,Rasa: मधुर | Virya: शीत | Vipaka: मधुर,"विण्मूत्रहरण, गर-शोथ-कफापह",,
BPN_0299,जयपालः,"जयपाल, दन्तिबीज, तिन्तिडीफल",,,गुडूच्यादिवर्गः,"Guna: गुरु, स्निग्ध","रेची, पित्त-कफा-पह",,
BPN_0300,नागदन्ती,,,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त | Guna: रूक्ष | Vipaka: कटु","वात-कफा-पहा, मेधाकृत्, विषदोषघ्नी, गुल्म-शूलो-उदरव्याधि-कुष्ठदोष-निकृन्तनी, पाचन, शोथनाशिनी",,
BPN_0301,इन्द्रवारुणी महेन्द्रवारुणी,"ऐन्द्री, इन्द्रवारुणी, चित्रा, गवाक्षी, गवादनी वारुणी  - विशाला, महाफला, श्वेतपुष्पा, मृगाक्षी, मृगैर्वारु मृगादनी ",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: लघु | Virya: उष्ण | Vipaka: कटु,"सर, कामला-पित्त-कफ-प्लीहोउदरापह, श्वास-कासा-पह, कुष्ठ-गुल्म-ग्रन्थि-व्रण-प्रणुत्, प्रमेह-मूढ-गर्भा-आम-गण्डामय-विषापह",,
BPN_0302,नीली,"नीली, नीलिनी, तूणी, काला, दोला, नीलिका, रञ्जनी, श्रीफली, तुच्छा, ग्रामीणा, मधुपर्णिका, क्लीतका, कालकेशी नीलपुष्पा",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Virya: उष्ण,"रेचनी, केश्या, मोह-भ्रमापहा,  उदर-प्लीह-वात-रक्त-कफा-अनिलापह, आम-वात-मुदावर्त्त-मद-विषोद्धत",,
BPN_0303,शरपुङ्खः,"शरपुंख, प्लीहशत्रु और नीलीवृक्षाकृति ",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय | Guna: लघु","यकृत्पीह-गुल्म-व्रण-विषा-पह, कासा-अस्र श्वास-ज्वरहर",,
BPN_0304,वृद्धदारुकः,"वृद्धादारुक, आवेगी, छागान्त्री और वृष्यगन्धिका",,,गुडूच्यादिवर्गः,"Rasa: कषाय, कटु, तिक्त | Virya: उष्ण","रसायन, वृष्य, वाता-आम-वाता-अर्शः-शोथ-मेह-कफ-प्रणुत्, शुक्रा-आयु-र्बल-मेधा-अग्नि-स्वर-कान्तिकर, सर",,
BPN_0305,यवासा दुरालभा च,"यास, यवास, दुःस्पर्श, धन्वयास और कुनाशक दुरालभा, दुरालम्भा, समुद्रान्ता, रोदिनी, गान्धारी, कच्छुरा, अनन्ता, कषाया और हरिविग्रहा ",,,गुडूच्यादिवर्गः,"Rasa: मधर, तिक्त, कषाय, तुवर | Guna: लघु | Virya: शीत","कफ-मेदो-मद-भ्रान्ति-पित्ता-असृक्-कुष्ठ-कासजित्, तृष्णा-विसर्प-वाता-अस्र-वमि-ज्वरहर",,
BPN_0306,मुण्डी महामुण्डी,"मुण्डी, भिक्षु, श्रावणी, तपोधना, श्रवणाह्वा, मुण्डतिका और श्रवणशीर्षका  - महाश्रावणिका, भूकदम्बिका, कदम्बपुष्पिका, अव्यथा और अतितपस्विनी ",,,गुडूच्यादिवर्गः,Rasa: मधुर | Guna: लघु | Virya: उष्ण | Vipaka: कटु,"मेध्या, गण्ड-अपची-कृच्छ्र-कृमि-योन्यर्त्ति-पाण्डुनुत्, श्लीपदा-अरुचि-अपस्मार-प्लीह-मेदो-गुदार्तिहृत्",,
BPN_0307,अपामार्गः,"अपामार्ग, शिखरी, अधःशल्य, मयूरक, मर्कटी, दुर्ग्रहा, किणिही, खरमञ्जरी",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कटु | Guna: तीक्ष्ण","सर, तीक्ष्ण, दीपन, पाचन, रोचन-श्छर्दि-कफ-मेदो-अनिलापह, हृद्रुजा-अध्मा-अर्शः-कण्डू-शूलो-उदरा-अपचीः",,
BPN_0308,रक्तापमार्गः,"वशिर, वृत्तफल, धामार्गव, प्रत्यक्पर्णी, केशपर्णी, कपिपिप्पली",,,गुडूच्यादिवर्गः,Guna: रूक्ष | Virya: शीत,"वातविष्टम्भी, कफहृत्",,
BPN_0309,अथ अपामार्गफलगुणानाह,,,,गुडूच्यादिवर्गः,Rasa: स्वादु | Guna: रुक्ष | Vipaka: स्वादु,"दुर्जर, विष्टम्भि, वातल, रक्त-पित्तप्रसादन",,
BPN_0310,कोकिलाक्षः,"कोकिलाक्ष, काकेक्षु, इक्षुर, क्षुरक, क्षुर, भिक्षु, काण्डेक्षु, इक्षुगन्धा और इक्षुबालिका ",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, स्वादु, अम्ल | Guna: पिच्छिल | Virya: शीत","वृष्य, पिच्छिल, वाता-आम-शोथा-अश्म-तृष्णा-दृष्टि -अनिला-अस्रजित्",,
BPN_0311,अस्थिसंहारकः,"ग्रन्थिमान्, अस्थिसंहारी, वज्राङ्गी, अस्थिश्रृंखला,",,,गुडूच्यादिवर्गः,"Rasa: स्वादु | Guna: रूक्ष, लघु, | Virya: उष्ण","वात-श्लेष्महर, अस्थियुक्, सर, कृमिघ्न, दुर्नामघ्न, अक्षिरो-गजित्, वृष्य, पाचन, पित्तल",,
BPN_0312,अथ तद्वटिकाया निर्माणविधिं गुणाँश्चाह,,,,गुडूच्यादिवर्गः,,वातहारि,,
BPN_0313,कुमारी,"कुमारी, गृहकन्या, कन्या और घृतकुमारिका",,,गुडूच्यादिवर्गः,"Rasa: मधुर, तिक्त | Virya: शीत","भेदनी, नेत्र्या, रसायनी, बृंहणी, बल्या, वृष्या, वात-विषप्रणुत्, गुल्म-प्लीह-यकृत्वृद्धि-कफ-ज्वर-हरी, ग्रन्थ्यग्निदग्धविस्फोट-पित्त-रक्त-त्वगामयहर",,
BPN_0314,श्वेतपुनर्णवा,"पुनर्नवा, श्वेतमूला, शोथघ्नी और दीर्घपत्रिका ",,,गुडूच्यादिवर्गः,"Rasa: कटु, कषाय","पाण्डुघ्नी, दीपनी, शोफा-अनिल-गर-श्लेष्म-हरी, ब्रध्नो-उदरप्रणुत्",,
BPN_0315,रक्तपुष्पा पुनर्नवा,"रक्तपुनर्नवा, रक्तपुष्पा, शिलाटिका, शोथघ्नी, क्षुद्रवर्षाभू, वर्षकेतु",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: लघु | Virya: शीत | Vipaka: कटु,"वातला, ग्राहिणी, श्लेष्म-पित्त-रक्त-विनाशिनी",,
BPN_0316,गन्धप्रसारणी,"प्रसारणी, राजबला, भद्रपर्णी, प्रतानिनी, सरणी, सारणी, भद्रा, बला और कटम्भरा",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: गुरु | Virya: उष्ण,"वृष्या, बलसन्धानकृत्, सरा, वातहृत्, वात-रक्त-कफापहा",,
BPN_0317,कृष्णशारिवा,"शारिवा, श्यामा, गोपी और गोपवधू",,,गुडूच्यादिवर्गः,,,,
BPN_0318,श्वेतशारिवा,"धवलशारिवा, शारिवा, गोपा, गोपकन्या, कृशोदरी, स्फोटा, श्यामा, गोपवल्ली, लता, आस्फोता और चन्दना",,,गुडूच्यादिवर्गः,,,,
BPN_0319,अथ सारिवाद्वयस्य गुणानाह,,,,गुडूच्यादिवर्गः,"Rasa: स्वादु | Guna: स्निग्ध, गुरु","शुक्रकर, अग्निमान्द्या-अरुचि-श्वास-कासा-आम-विष-नाशन, दोषत्रया-त्सप्रदर-ज्वरा-अतिसारनाशन",,
BPN_0320,भृङ्गराज,"भृङ्गराज, भृङ्गरज, मार्कव, भृङ्ग, अङ्गारक, केशराज, भृङ्गार और केशरञ्जन",,,गुडूच्यादिवर्गः,"Rasa: कटु | Guna: तीक्ष्ण, रूक्ष | Virya: उष्ण","कफ-वातनुत्, केश्य, त्वच्य, कृमि-श्वास-कास-शोथा-आम-पाण्डु-नुत्, दन्त्य, रसायन, बल्य, कुष्ठ-नेत्रशिरऽर्तिनुत्",,
BPN_0321,शणपुष्पी,"शणपुष्पी, घण्टा तथा शणपुष्पसमाकृति",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त","वामिनी, कफ-पित्तजित्",,
BPN_0322,त्रायमाणा,"बलभद्रा, त्रायमाणा, त्रायन्ती, गिरिजा तथा अनुजा",,,गुडूच्यादिवर्गः,"Rasa: तुवर,  तिक्त","सरा, पित्त-कफापहा, ज्वर-हृद्रोग-गुल्मा-आर्श-भ्रम-शूल-विष-प्रणुत्",,
BPN_0323,मूर्वा,"मूर्वा, मधुरसा, देवी, मोरटा, तेजनी, खुवा, मधूलिका, मधुश्रेजी, गोकर्णी पीलुपर्णी",,,गुडूच्यादिवर्गः,"Rasa: स्वादु, तिक्त | Guna: गुरु","सरा, पित्ता-अस्र-मेह-नुत्, त्रिदोष-तृष्णा-हृद्रोग-कण्डू-कुष्ठ-ज्वरा-पहा",,
BPN_0324,काकमाची,,,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कटु | Guna: स्निग्ध | Virya: उष्ण","त्रिदोषघ्नी, स्वर-शुक्रदा, रसायनी, शोथ-कुष्ठा-आर्श-ज्वर-मेह-जित्, नेत्रहिता, हिक्का -च्छर्दि-हृद्रोगनाशिनी",,
BPN_0325,काकनासा,"काकनासा, काकाङ्गी और काकतुण्डफला ",,,गुडूच्यादिवर्गः,"Rasa: कषाय, तिक्त, कटु | Virya: उष्ण | Vipaka: कटु","कफघ्नी, वामनी, शोथा-आर्श-श्वित्र-कुष्ठ-हृत्",,
BPN_0326,काकजङ्घा,"काकजङ्घा, नदीकान्ता, काकतिक्ता, सुलोमशा, पारावतपदी, दासी और काका ",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय | Virya: शीत","कफ-पित्तजित्, ज्वर-पित्ता-अस्र-व्रण-कण्डू-विष-क्रिमीहनाशन",,
BPN_0327,नागपुष्पी,"नागपुष्पी, श्वेतपुष्पा, नागिनी और रामदूतिका",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: तीक्ष्ण | Virya: उष्ण,"रोचनी, कफ-पित्तनुत्, विष-शूल-योनिदोष-वमि-क्रिमीहन",,
BPN_0328,मेषश्रुङ्गी,"मेषशृङ्गी, विषाणी, मेषवल्ली और अजशृङ्गिका",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: रूक्ष | Vipaka: कटु,"वातला, श्वास-कासहृत्, पित्त-व्रण-श्लेष्मा-अक्षि-शूलनुत्, कुष्ठ-मेह-कफ-प्रणुत्, दीपन, स्रंसन, कास-क्रिमि-व्रण-विषापह",,
BPN_0329,हंसपदी,"हंसपादी, हंसपदी, कीटमाता और त्रिपादिका",,,गुडूच्यादिवर्गः,Guna: गुरु | Virya: शीत,"रक्त-विष-व्रणापह, विसर्प-दाहा-अतीसार-लूताभूता-अग्निरोहिणीनाशन",,
BPN_0330,सोमलता,"सोमवल्ली, सोमलता, सोमक्षीरी और द्विजप्रिया ",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त","त्रिदोषघ्नी, रसायनी",,
BPN_0331,आकाशवल्ली,"आकाशवल्ली, खवल्ली, अमरवल्ली",,,गुडूच्यादिवर्गः,"Rasa: तुवर, तिक्त | Guna: पिच्छिल","ग्राहिणी, अक्ष्यामयापह, अग्निकरी, हृद्या, पित्त-श्लेष्मा-आमनाशिनी",,
BPN_0332,पातालगरुडी,"छिलिहिण्ट, महामूल, पातालगरुड, ",,,गुडूच्यादिवर्गः,,"वृष्य, कफघ्न, पवनापह",,
BPN_0333,वन्दा,"बन्दा, वृक्षादनी, वृक्षभक्ष्या, वृक्षरुहा और बन्दाक्व",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, मधुर | Virya: शीत","मङ्गल्य, कफ-वाता-अस्र-रक्षोव्रण-विषापह",,
BPN_0334,वटपत्री,,,,गुडूच्यादिवर्गः,Guna: कषाय | Virya: उष्ण,योनिमूत्रगदपहा,,
BPN_0335,हिङ्गुपत्री,"हिङ्गुपत्री, कवरी, पृथ्वीका, पृथुका और पृथु",,,गुडूच्यादिवर्गः,Rasa: कटु | Guna: तीक्ष्ण | Virya: उष्ण,"रुच्या, पाचनी, हृद्वस्ति-रुग्विबन्धा-आर्शः-श्लेष्म-गुल्मा-अनिलापहा",,
BPN_0336,वंशपत्री,"वंशपत्री, वेणुपत्री, पिण्डा और हिङ्गुशिवाटिका ",,,गुडूच्यादिवर्गः,,हिङ्गुपत्रीगुणा,,
BPN_0337,मत्स्याक्षी,"मत्स्याक्षी, वाह्निका, मत्स्यगन्धा और मत्स्यादनी",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, स्वादु | Guna: लघु | Virya: शीत | Vipaka: कटु","ग्राहिणी, कुष्ठ-पित्त-कफा-अस्रजित्, स्वादु, कटुविपाकिनी",,
BPN_0338,सर्पाक्षी,"सर्पाक्षी, गण्डाली और नाडीकलापक",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त | Virya: उष्ण","कृमिनिकृन्तनी, वृश्चिकोन्दुरुसर्पविषघ्नी, व्रणरोपिणी",,
BPN_0339,शङ्खपुष्पी,"शङ्खपुष्पी, शङ्खाह्वा , मङ्गल्यकुसुमा",,,गुडूच्यादिवर्गः,Rasa: कषाय | Virya: उष्ण,"सरा, मेध्या, वृष्या, मानसरोगहृत्, रसायनी, स्मृति-कान्ति-बला-अग्निदा, दोषा-अपस्मार-भूताश्री-कुष्ठ-क्रिमि-विषप्रणुत्",,
BPN_0340,अर्कपुष्पी,"अर्कपुष्पी, क्रूरकर्मा, पयस्या और जलकामुका",,,गुडूच्यादिवर्गः,,कृमि-श्लेष्म-मेह-पित्त-विकार-जित्,,
BPN_0341,लज्जालुः,"लज्जालु, शमीपत्रा, समङ्गा, जलकारिका, रक्तपादी, नमस्कारी और खदिरका ",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय | Virya: शीत","कफ-पित्तजित्, रक्त-पित्त-मतीसार-योनिरोगविनाशक",,
BPN_0342,अलम्बुषा,"अलम्बुषा, खरत्वक् और मेदोगला",,,गुडूच्यादिवर्गः,Rasa: स्वादु | Guna: लघु,क्रिमि-पित्त-कफापहा,,
BPN_0343,दुग्धिका,"भूम्यामलकिका, शिवा, तामलकी, बहुपत्रा, बहुफला, बहुवीर्या, अजटा और मृधात्री",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त, स्वादु | Guna: गुरू, रूक्ष | Virya: उष्ण","वातला, गर्भकारिणी, क्षीरा, सृष्टमूत्रा, मलापहा, स्वादु-विष्टम्भिनी, वृष्या, कफ-कुष्ठ-क्रिमिप्रणुत्",,
BPN_0344,भूम्यामलकी,,,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, मधुर | Virya: शीत","वातकृत्, पिपासा-कास-पित्ता-अस्र-कफ-कण्डू-क्षतापहा",,
BPN_0345,ब्राह्मी मण्डूकपर्णी,"ब्राह्मी, कपोतवङ्का, सोमवल्ली और सरस्वती  - मण्डूकपर्णी, माण्डूकी, त्वाष्ट्री, दिव्या और महौषधी",,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, मधुर | Guna: लघु | Virya: शीत | Vipaka: स्वादु","सरा, मध्या, आयुष्या, रसायनी, स्वर्या, स्मृतिप्रदा, कुष्ठ-पाण्डु-मेहा-अस्र-कास-जित्, विष-शोथ-ज्वरहरी",,
BPN_0346,द्रोणा,,,,गुडूच्यादिवर्गः,"Rasa: लवण, स्वादु, कटु | Guna: गुरु, रूक्ष, तीक्ष्ण | Virya: उष्ण | Vipaka: स्वादु","वात-पित्त-कृत्, भेदिनी, कफा-आम-कामला-शोथ-तमक-श्वास-जन्तुजित्",,
BPN_0347,सुवर्चला,"सुवर्चला, सूर्यभक्ता, वरदा, बदरा, सूर्यावर्त्ता और रविप्रोता ब्रह्मसुदुर्लभा ",,,गुडूच्यादिवर्गः,,,,
BPN_0348,,,,,गुडूच्यादिवर्गः,"Rasa: कटु | Guna: रूक्ष, सरा, गुरु | Virya: शीत | Vipaka: स्वादु","अपित्तला, क्षारा, विष्टम्भ-कफ-वात-जित्",,
BPN_0349,,,,,गुडूच्यादिवर्गः,"Rasa: तिक्त, कषाय, कटु | Guna: रुक्ष, लघु | Virya: उष्ण","सरा, रुक्ष, लघु, कफ-पित्ता-अस्र-श्वास-कासा-अरुचि-ज्वरा-पह, विस्फोट-कुष्ठ-मेहा-अस्र-योनिरुक्-कृमि-पाण्डु-तापह",,
BPN_0350,वन्ध्याकर्कोटकी,"बन्ध्याकर्कोटकी, देवी, कन्या, योगीश्वरी, नागारि, नक्रदमनी और विषकण्टकिनी",,,गुडूच्यादिवर्गः,"Guna: तीक्ष्ण, लघु","कफनुत्, व्रणशोधिनी, सर्पदर्पहरी, विसर्प-विषहारिणी",,
BPN_0351,मार्कण्डिका,"मार्कण्डिका, भूमिवल्ली, मार्कण्डी और मृदुरेचनी",,,गुडूच्यादिवर्गः,,"कुष्ठहरी, ऊर्ध्वाधःकायशोधिनी, विष-दुर्गन्धकाघ्नी, गुल्मोउदरविनाशिनी",,
BPN_0352,देवदाली पीतदेवदाली च,"देवदाली, वेणी, कर्कटी, गरागरी, देवताड, वृत्तकोश और जीमूत",,,गुडूच्यादिवर्गः,Rasa: तिक्त | Guna: तीक्ष्ण,"विषघ्नी, गरनाशिनी, कफा-आर्शः-शोफ-पाण्डुता, वमनी, क्षय-हिक्का-कृमि-ज्वरा-पह",,
BPN_0353,अथ तत्फलगुणानाह,,,,गुडूच्यादिवर्गः,Rasa: तिक्त,"कृमि-श्लेष्म-विनाशन, स्रंसन, गुल्म-शूलघ्न-अर्शोघ्न, वातजित्",,
BPN_0354,जलपिप्पली,"जलपिप्पली, शारदी, शकुलादनी, मत्स्यादनी, मत्स्यगन्धा और लाङ्गली",,,गुडूच्यादिवर्गः,"Rasa: कषाय, कटु | Guna: लघु, रूक्ष | Virya: शीत | Vipaka: कटु","हृद्या, चक्षुष्या, शुक्रला, संग्राहिणी, रक्त-दाह-व्रणा-पहा, रुच्या, वह्निवर्द्धिनी",,
BPN_0355,गोजिह्वा,"गोजिह्वा, गोजिका, गोभी, दार्विका और खरपर्णिनी",,,गुडूच्यादिवर्गः,"Rasa: तुवर, तिक्त, स्वादु | Guna: लघु | Virya: शीत | Vipaka: स्वादु","वातला, ग्राहिणी, कफ-पित्तनुत्, हृद्या, प्रमेह-कासा-अस्र-व्रण-ज्वर-हरी, कोमला",,
BPN_0356,नागदमनी,"नागदमनी, बलामोटा, विषापहा, नागपुष्पी, नागपत्रा और महायोगेश्वरी",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त | Guna: लघु","पित्त-कफा-पहा, मूत्र-कृच्छ्र-व्रणरक्ष, जाल-गर्दभ-सर्व-ग्रह-प्रशमनी, निःशेषविषनाशिनी, जयकार, धनदासुमतिप्रदा",,
BPN_0357,वीरतरुः,,,,गुडूच्यादिवर्गः,Rasa: तिक्त | Vipaka: तिक्त,"तृष्णा-कफापह, मूत्राघाता-अश्मजिद्-ग्राही, योनि-मूत्रा-अनिल-आर्त्तिजित्",,
BPN_0358,छिक्कनी,"छिक्कनी, क्षवकृत्, तीक्ष्णा, छिक्किका और घ्राणदुःखदा ",,,गुडूच्यादिवर्गः,Rasa: कटु | Guna: तीक्ष्ण | Virya: उष्ण,"रुच्या, वह्नि-पित्तकृत्, वात-रक्तहरी, कुष्ठ-क्रिमि-वात-कफापहा",,
BPN_0359,कुकुन्दरः,"कुकुन्दर, ताम्रचूड, सूक्ष्मपत्र और मृदुच्छद",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त","ज्वर-रक्त-कफापह, मुख-शोष-हृत्",,
BPN_0360,सुदर्शना,"सुदर्शना, सोमवल्ली, चक्राह्वा और मधुपर्णिका",,,गुडूच्यादिवर्गः,Rasa: स्वादु | Virya: उष्ण,कफ-शोथा-अस्र वातजित्,,
BPN_0361,आखुकर्णी,"आखुकर्णी, आखुपर्णी, पर्णिका और भूदरीभवा",,,गुडूच्यादिवर्गः,"Rasa: कटु, तिक्त, कषाय | Guna: लघु | Virya: शीत | Vipaka: कटु",मूत्र-कफ-आमय-कृमि-प्रणुत्,,
BPN_0362,मयूरशिखा,,,,गुडूच्यादिवर्गः,Guna: लघु,पित्त-श्लेष्म-अतिसारजित्,,
